product_id,product_key,object_id,display_sku,product_name,display_name,brand,lowest_original_price,highest_original_price,lowest_price,highest_price,lowest_discounted_price,highest_discounted_price,in_stock,is_new,on_sale,availability,active_variant_count,fiber,yarn_weight,yarn_content,color_family,content,color_code,knitting_needles,knit_gauge,crochet_hook,crochet_gauge,skein_weight,skein_yardage,quantity,care_instructions,department,category,subcategory,rating_average,rating_count,product_url,image_url,description,days_online,last_modified_at
1f5cbfad-e079-415e-9ce3-4c03b513a625,ART55YARN,81041569,2099349,Yarn Bee Yarntopia Yarn,20 Cerulean Sea - Yarn Bee Yarntopia Yarn,Yarn Bee,4.49,4.49,3.14,4.49,3.14,3.14,True,False,True,BOTH,12,100% Acrylic,2 - Fine,Acrylic,blue,100% Acrylic,20 Cerulean Sea,3.25mm (USA: Size 3 - UK: Size 10),"24 Stitches x 30 Rows = 4"" x 4""",4.5mm (USA: Size 7 - UK: Size 7),"21 Single Crochet x 23 Rows = 4"" x 4""",4 Ounces,312 Yards,1,"Machine Wash, Warm | Tumble Dry, Normal, Low Heat | Do Not Bleach | Do Not Iron | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.0971,103,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-yarntopia-yarn/p/art55yarn,https://cdn.media.amplience.net/s/hobbylobby/2099349-81041569-IMGSET,"Indulge yourself in an ultra-soft accessory made from Yarn Bee Yarntopia Yarn. This lush, fine yarn offers a fuzzy, three-ply fiber in a solid color. Use it to make socks, hats, and more in decadent warmth! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1741.0,2026-05-10T05:08:27.538Z
36197574-0587-4968-ac93-1ba9b1ad7985,ART110,81040506,2095156,Yarn Bee Velvety Smooth Sparkle Yarn,12 Olive - Yarn Bee Velvety Smooth Sparkle Yarn,Yarn Bee,5.49,5.49,3.84,5.49,3.84,3.84,True,False,True,BOTH,9,94% Cotton & 6% Metallic Polyester,4 - Medium,"Polyester Blend, Cotton Blend",green,94% Cotton & 6% Metallic Polyester,12 Olive,5.5mm (USA: Size 9 - UK: Size: 5),"18 Stitches x 20 Rows = 4"" x 4""",6.5mm (USA: Size K-10.5 - UK: Size 3),"11 Stitches x 13 Rows = 4"" x 4""",3.5 Ounces,161 Yards,1,"Machine Wash, Cold | Do Not Bleach | Do Not Tumble Dry | Do Not Iron | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.0,47,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-velvety-smooth-sparkle-yarn/p/art110,https://cdn.media.amplience.net/s/hobbylobby/2095156-81040506-IMGSET,"Knit and crochet your way to creations that sparkle and shine with this Yarn Bee Velvety Smooth Sparkle Yarn. Delightfully soft and sporting flecks of tinsel, this medium-weight yarn is perfect for crafting homespun wearables and so much more. Mix and match different colors to open up a whole new realm of possibilities. Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1753.0,2026-05-10T05:08:43.769Z
f9b89d02-65bb-4ff0-b2b0-65b3c93c5484,P561212111,81070179,2170546,Yarn Bee Braided Basics String - 3mm,Denim - Yarn Bee Braided Basics String - 3mm,Yarn Bee,4.99,4.99,4.99,4.99,,,True,False,,BOTH,8,,5 - Bulky,"Polyester Blend, Cotton Blend",blue,70% Cotton & 30% Polyester,Denim,6mm (USA: Size 10 / UK: Size 4),"13 Stitches x 10 Rows = 4"" x 4""",6.5mm (USA: Size K-10 1/2 / UK: Size 3),"11 Stitches x 10 Rows = 4"" x 4""",8.82 Ounces,82 Yards,1,"Machine Wash, Cold | Tumble Dry, Normal, Low Heat | Iron, Low | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.0,5,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-braided-basics-string---3mm/p/p561212111,https://cdn.media.amplience.net/s/hobbylobby/2170546-81070179-03082024-IMGSET,"Create stunning handmade creations with this Yarn Bee Braided Basics String! This soft string is made from twisted strands with cotton and polyester blended fibers. Use this stylish string to craft a variety of decorations and accessories. *No discounts may be applied to ""your price"" or ""reduced"" items. Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1443.0,2026-05-10T05:12:21.540Z
5e77b198-029b-4ab5-a7d8-1b29d76f2b76,YN20610,80790608,1351550,I Love This Chunky Yarn,120 Heathered Brown - I Love This Chunky Yarn,I Love This Chunky,5.49,5.49,3.84,5.49,3.84,3.84,True,False,True,BOTH,5,100% Acrylic,5 - Bulky,Acrylic,brown,100% Acrylic,120 Heathered Brown,6mm (USA: Size 10 - UK: Size 6),"12 Stitches x 16 Rows = 4"" x 4""",6.5mm (USA: Size 10.5 - UK: Size 4),"9 Stitches x 11 Rows = 4"" x 4""",3.5 Ounces,109 Yards,1,"Machine Wash, Cold | Do Not Bleach | Tumble Dry, Low | Do Not Iron | Dry Clean, Any Solvents",Yarn & Needle Art,Yarn & Tools,Yarn,3.9861,72,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/i-love-this-chunky-yarn/p/yn20610,https://cdn.media.amplience.net/s/hobbylobby/1351550-80790608-IMGSET,"Add some adorably chunky texture to your handcrafted wares with this I Love This Chunky Yarn. Featuring a beautiful color, this chunky yarn will be the perfect texture and color for a nice scarf, hat, mitten set, and so much more. Knit or crochet your way to pretty and polished goods! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",3459.0,2026-05-10T05:10:50.691Z
c9c8a1f1-eecd-4257-93b2-1b2e9593137d,ART81YARN,81151692,2101079,Yarn Bee Authentic Hand-Dyed Yarn,54 Market at Malta - Yarn Bee Hand-Dyed Yarn,Yarn Bee,23.99,23.99,16.79,23.99,16.79,16.79,True,False,True,BOTH,6,100% Super Wash Merino Wool,1 - Super Fine,Wool,multi,100% Super Wash Merino Wool,54 Market At Malta,3mm (USA: Size 2.5),"30 Stitches x 32 Rows = 4"" x 4""",3mm (USA: Size C/2),"26 Single Crotchet x 28 Rows = 4"" x 4""",3.5 Ounces,400,1,"Machine Wash, Cold | Do Not Bleach | Dry Flat | Iron, Low | Do Not Tumble Dry",Yarn & Needle Art,Yarn & Tools,Yarn,3.9744,78,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-authentic-hand-dyed-yarn/p/art81yarn,https://cdn.media.amplience.net/s/hobbylobby/2101079-81151692-11292023-IMGSET,"Make stunning crochet and knitting pieces with this Yarn Bee Authentic Hand-Dyed Yarn. This super fine, hand-dyed yarn boasts a lovely color scheme. Use it to make hats, scarves, knitted blankets, and other one-of-a-kind accessories! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:08:17.269Z
6de4ba31-5ad2-47bb-8d37-8b5454579723,ART51YARN,81138516,2285765,Yarn Bee Bamboo-Tiful Yarn,26 Plum - Yarn Bee Bamboo-Tiful Yarn,Yarn Bee,5.99,5.99,4.19,5.99,4.19,4.19,True,False,True,BOTH,8,50% Cotton & 50% Viscose,3 - Light,"Viscose Blend, Cotton Blend",purple,50% Cotton & 50% Viscose,26 Plum,4mm (USA: Size 6),"22 Stitches x 24 Rows = 4"" x 4""",4mm (USA: G-6),"18 Single Crochet x 20 Rows = 4"" x 4""",4 Ounces,257 Yards,1,,Yarn & Needle Art,Yarn & Tools,Yarn,3.8621,116,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-bamboo-tiful-yarn/p/art51yarn,https://cdn.media.amplience.net/s/hobbylobby/2285765-81138516-IMGSET,"Craft soft wearables in style with this Yarn Bee Bamboo-Tiful Yarn. This lightweight yarn offers a vibrant color on a seven-ply thread. Use it to weave accessories, blankets, and more with a professional finish! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1005.0,2026-05-10T05:10:59.317Z
765df838-7a4c-423d-a8d7-69c9d3054d17,AB46369,81232718,2544039,Baby Bee Adore-A-Ball Yarn,Burnt Pumpkin - Baby Bee Adore-A-Ball Yarn,Baby Bee,4.99,4.99,3.49,4.99,3.49,3.49,True,False,True,BOTH,26,100% Polyester,5 - Bulky,Polyester,orange,100% Polyester,,8mm (USA: Size 11),"12 Stitches x 14 Rows = 4"" x 4""",9mm (USA: Size M-13),"10 Single Crochet x 12 Rows = 4"" x 4""",3.5 Ounces,92 Yards,1,"Machine Wash, Cold, Gentle Cycle | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Dry Clean Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,3.7931,174,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/baby-bee-adore-a-ball-yarn/p/ab46369,https://cdn.media.amplience.net/s/hobbylobby/2544039-81232718-05122025-IMGSET,"Design colorful and crafty creations for your gorgeous baby with Baby Bee Adore-A-Ball Yarn. This soft, plush yarn is perfect for creating warm wearables for your little one. Use crochet or knitting needles to make adorable pieces! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:07:38.016Z
cb1565c7-bf24-4398-8db4-d3e640f1ada0,VS92612,80990673,1964097,Yarn Bee Velvety Smooth Yarn,13 Pumpkin - Yarn Bee Velvety Smooth Yarn,Yarn Bee,5.49,5.49,3.84,5.49,3.84,3.84,True,False,True,BOTH,12,100% Polyester,5 - Bulky,Polyester,orange,100% Polyester,13 Pumpkin,8mm (US: Size 11 / UK: Size 0),"12 Stitches x 14 Rows = 4"" x 4""",9mm (US: Size M-13 / UK: Size 00),"10 Stitches x 12 Rows = 4"" x 4""",3.5 Ounces,80 Yards,1,"Machine Wash, Warm, Delicate | Dry Flat | Do Not Iron | Do Not Bleach | Dry Clean Safe",Yarn & Needle Art,Yarn & Tools,Yarn,3.781,137,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-velvety-smooth-yarn/p/vs92612,https://cdn.media.amplience.net/s/hobbylobby/1964097-80990673-02142025-IMGSET,"Feel the softness of a wonderful and unique yarn as you spend your day creating wonderful knit and crocheted pieces. Yarn Bee Velvety Smooth Yarn features a soft polyester material with a crushed velvet look. Knit, pearl, and repeat to create a one-of-a-kind sweater, blanket, or plush! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",2059.0,2026-05-10T05:10:01.377Z
352a10f8-8d34-4879-b909-75507c6ea7ca,SS36356,80953163,1839224,Sparkle Yarn Bee Soft & Sleek Yarn,224 Silver Sparkle - Sparkle Yarn Bee Soft & Sleek Yarn,Yarn Bee,5.49,5.49,3.84,5.49,3.84,3.84,True,False,True,BOTH,2,98% Low Pill Acrylic & 2% Metallic Polyester,4 - Medium,"Polyester Blend, Acrylic Blend",silver,98% Low Pill Acrylic & 2% Metallic Polyester,224 Silver Sparkle,5mm (US: Size 8),"18 Stitches x 23 Rows = 4"" x 4""",6mm (US: Size J-10),"12 Single Crochet x 15 Rows = 4"" x 4""",4 Ounces,186 Yards,1,"Machine Wash, Cold | Dry Flat | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent Except Trichloroethylene",Yarn & Needle Art,Yarn & Tools,Yarn,3.75,12,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/sparkle-yarn-bee-soft-sleek-yarn/p/ss36356,https://cdn.media.amplience.net/s/hobbylobby/1839224-80953163-IMGSET,"This fantastic Sparkle Yarn Bee Soft & Sleek Yarn is knit your average yarn! Accented in a solid color with iridescent sparkles, this super soft ribbon features woven shiny threads throughout to add a touch of shine to your knit or crochet projects. Design luxurious and comfortable blankets, socks, hats, scarves, gloves, sweaters, and more! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",2454.0,2026-05-10T05:09:12.988Z
f15ac9ac-14be-4223-8c21-fd88d3d192c5,YN20440,81241515,2574416,Yarn Bee Effortless Super Bulky Yarn,Wildbrush - Yarn Bee Effortless Super Bulky Yarn,Yarn Bee,9.99,9.99,6.99,9.99,6.99,6.99,True,False,True,BOTH,10,80% Acrylic & 20% Alpaca,6 - Super Bulky,"Rayon Blend, Alpaca Blend, Acrylic Blend",multi,80% Acrylic & 20% Alpaca,Wildbrush,,"10 Stitches x 12 Rows = 4"" x 4""",10mm (USA: Size N-15 - UK: Size 000),"7 Single Crochet x 8 Rows = 4"" x 4""",6 Ounces,111 Yards,1,"Machine Wash, Cool | Do Not Bleach | Tumble Dry, Gentle Cycle | Do Not Iron | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,3.7339,109,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-effortless-super-bulky-yarn/p/yn20440,https://cdn.media.amplience.net/s/hobbylobby/2574416-81241515-07232025-IMGSET,"Create a stylish accessory or apparel item with this Yarn Bee Effortless Super Bulky Yarn. This yarn is made out of a soft mix of fibers and boasts a stunning array of colors. Its bulky weave makes it ideal for making chunky cardigans and cozy blankets. Use it to knit hats and scarves for the chilly season. Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:06:55.999Z
2e9fa51d-e8df-47d6-875b-611421bea737,YN20220,96076,391508,Baby Bee Sweet Delight Yarn,99 Toy Elephant - Baby Bee Sweet Delight Yarn,Baby Bee,6.49,6.49,4.54,6.49,4.54,4.54,True,False,True,BOTH,32,60% Acrylic & 40% Polyamide,3 - Light,"Polyamide Blend, Acrylic Blend",gray,60% Acrylic & 40% Polyamide,99 Toy Elephant,4mm (USA: Size 6 - UK: Size 8),"23 Stitches x 29 Rows = 4"" x 4""",4.5mm (USA: Size 7 - UK: Size 7),"16 Single Crochet x 20 Rows = 4"" x 4""",4 Ounces,377 Yards,1,"Machine Wash, Warm | Do Not Bleach | Do Not Iron | Tumble Dry, Gentle Cycle | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,3.6859,312,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/baby-bee-sweet-delight-yarn/p/yn20220,https://cdn.media.amplience.net/s/hobbylobby/391508-96076-02142025-IMGSET,"Keep your adorable baby cozy by knitting a personalized blanket with this Baby Bee Sweet Delight Yarn. This gorgeous yarn features a solid color and is soft to the touch. Make a wonderful creation with the help of the free pattern on the label, and gift it to a special baby in your life! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",4147.0,2026-05-10T05:11:41.031Z
13c74707-310c-4009-8ab1-8564dc1a1e13,ART77,81079617,2203792,Yarn Bee Perfectly Plush Yarn,06 Dusty Terracotta - Yarn Bee Plush Yarn,Yarn Bee,9.99,9.99,6.99,9.99,6.99,6.99,False,False,True,BOTH,1,100% Micro Polyester,7 - Jumbo,Polyester,orange,100% Micro Polyester,06 Dusty Terracotta,15mm (USA: Size 19),"5 Stitches x 7 Rows = 4"" x 4""",15mm (USA: P/Q),"5 Single Crochet x 7 Rows = 4"" x 4""",10 Ounces,56 Yards,1,"Hand Wash, Cold | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.1667,30,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-perfectly-plush-yarn/p/art77,https://cdn.media.amplience.net/s/hobbylobby/2203792-81079617-IMGSET,"Knit cozy, snuggly creations with this Yarn Bee Perfectly Plush Yarn! This jumbo-weight yarn boasts a solid color and a pleasantly soft texture. Turn this lovely fabric into blankets, stuffed plushies, a floor pouf, and more! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1249.0,2026-05-10T05:06:17.471Z
1044f207-1584-4040-80ed-bb8b68389826,DREAM22,81234990,2553733,Yarn Bee Dream Supreme Yarn,Soft Pink - Yarn Bee Dream Supreme Yarn,Yarn Bee,8.99,8.99,6.29,8.99,6.29,6.29,False,False,True,BOTH,3,100% Premium Micro Acrylic,6 - Super Bulky,Acrylic,pink,100% Premium Micro Acrylic,Soft Pink,,"9 Stitches x 13 Rows = 4"" x 4""",7mm (USA: Size L-11),"8 Single Crochet x 8 Rows = 4"" x 4""",8 Ounces,144 Yards,1,"Machine Wash, Cool | Dry Flat | Do Not Iron | Do Not Bleach | Dry Clean Any Solvent Except Trichloroethylene",Yarn & Needle Art,Yarn & Tools,Yarn,4.15,20,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-dream-supreme-yarn/p/dream22,https://cdn.media.amplience.net/s/hobbylobby/2553733-81234990-07112025-IMGSET,"Unleash your creativity with this lovely Yarn Bee Dream Supreme Yarn. It features a solid color and a premium micro-acrylic weave, making it perfect for knitting and crocheting. Create stylish wearables, like scarves and cowls, or charming home decor pieces for a friend! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:07:42.646Z
57df65b3-344f-4948-ab0c-554fb4ba86f4,YN201113,80657692,1165794,Lion Brand Ice Cream Yarn,Cotton Candy Lion Brand Ice Cream Yarn,Lion Brand,4.99,4.99,3.49,4.99,3.49,3.49,False,False,True,BOTH,1,100% Acrylic,3 - Light,Acrylic,multi,,,3.75mm (US: Size 5),"22 stitches x 30 rows = 4"" x 4""",5mm (US: Size H-8),"16 single crochet x 20 rows = 4"" x 4""",3.5 Ounces,394 Yards,,,Yarn & Needle Art,Yarn & Tools,Yarn,3.8095,21,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/lion-brand-ice-cream-yarn/p/yn201113,https://cdn.media.amplience.net/s/hobbylobby/1165794-80657692-IMGSET,"Knit and crochet a delicious assortment of soft creations with Lion Brand Ice Cream Yarn. Featuring a variety of colors, this gorgeous yarn is incredibly soft and perfect for a host of projects. Create baby blankets, afghans, hats, scarves, cowls, and so much more. With soft colors, your finished creation will be ultra sweet. Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",4147.0,2026-05-10T05:07:54.949Z
9750e288-b8e2-4304-ad30-0e46f760d39b,MM07774,80990762,1964394,Yarn Bee Must Be Merino Aran Yarn,Granite Yarn Bee Must Be Merino Aran Yarn,Yarn Bee,6.99,6.99,4.89,6.99,4.89,4.89,False,False,True,BOTH,1,"50% Merino Wool, 25% Acrylic & 25% Nylon",4 - Medium,"Nylon Blend, Acrylic Blend, Wool Blend",gray,"50% Merino Wool, 25% Acrylic & 25% Nylon",12 Granite,5.5mm (USA: Size 9),"16 Stitches x 28 Rows = 4"" x 4""",6.5mm (USA: 10 1/2),"11 Stitches x 8 Rows = 4"" x 4""",3.5 Ounces,153 Yards,1,"Hand Wash, Cold | Dry Flat | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,3.6,40,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-must-be-merino-aran-yarn/p/mm07774,https://cdn.media.amplience.net/s/hobbylobby/1964394-80990762-IMGSET,"Nothing's more soothing than curling up into something you made! Yarn Bee Must Be Merino Aran Yarn is medium sized and features a soft, woven thread in a lovely color. Crochet or knit together blankets, socks, and more with this wool-infused yarn! We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",2062.0,2026-05-10T05:06:10.292Z
78e60eaf-7218-4a56-9ba4-8c0e583c5c77,CH64952,81076309,2196103,Yarn Bee Chloe Yarn,32 Ombre Sky - Yarn Bee Chloe Yarn,Yarn Bee,7.99,7.99,5.59,7.99,5.59,5.59,False,False,True,BOTH,1,70% Wool & 30% Viscose,4 - Medium,"Nylon Blend, Acrylic Blend, Wool Blend",multi,70% Wool & 30% Viscose,32,,"16 Stitches x 22 Rows = 4"" x 4""",6mm (US: Size J-10),"16 Single Crochet x 22 Rows = 4"" x 4""",3.5 Ounces,270 Yards,1,"Hand Wash, Warm | Dry Flat | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,3.4762,63,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-chloe-yarn/p/ch64952,https://cdn.media.amplience.net/s/hobbylobby/2196103-81076309-IMGSET,"Make a delicate accessory with a rich look and feel using Yarn Bee Chloe Yarn. This medium-weight yarn features a lovely shade and is ideal for all kinds of knitted and crocheted creations, from hats and scarves to blankets and socks. This soft yarn will allow you to make a fantastically finished piece to give as a gift or keep for yourself! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1369.0,2026-05-10T05:08:16.411Z
11f371cf-c7bf-4e80-908a-837aac39f16a,YN20240,35548,291245,Baby Bee Sweet Delight Pomp Yarn,236 Pink-a-Boo Baby Bee Sweet Delight Yarn,Baby Bee,5.99,6.49,4.19,6.49,4.19,4.54,False,False,True,BOTH,2,"54% Acrylic, 36% Polyamide & 10% Rayon",3 - Light,"Rayon Blend, Polyamide Blend, Acrylic Blend",pink,"54% Acrylic, 36% Polyamide & 10% Rayon",236 Pink-A-Boo,4mm (USA: Size 6 - UK: Size 8),"23 Stitches x 29 Rows = 4"" x 4""",4.5mm (USA Size: 7 - UK Size: 7),"16 Single Crochet x 20 Rows = 4"" x 4""",4 Ounces,340 Yards,1,"Machine Wash, Lukewarm Water | Dry Flat, Do Not Machine Dry | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvents",Yarn & Needle Art,Yarn & Tools,Yarn,3.4118,17,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/baby-bee-sweet-delight-pomp-yarn/p/yn20240,https://cdn.media.amplience.net/s/hobbylobby/291245-35548-IMGSET,"Knit or crochet the softest, dreamiest baby items with this Baby Bee Sweet Delight Pomp Yarn. It features a solid color and one metallic ply for a subtle sparkle effect in your finished projects. Give your baby blankets and clothes a boost of shine! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",3935.0,2026-05-10T05:09:24.804Z
